,Homo_sapiens,Macaca_mulatta,Ailuropoda_melanoleuca,Aotus_nancymaae,Bos_taurus,Callithrix_jacchus,Camelus_dromedarius,Canis_lupus_familiaris,Capra_hircus,Carlito_syrichta,Cavia_porcellus,Ceratotherium_simum_simum,Cercocebus_atys,Chinchilla_lanigera,Chlorocebus_sabaeus,Chrysochloris_asiatica,Condylura_cristata,Cricetulus_griseus,Dasypus_novemcinctus,Dipodomys_ordii,Echinops_telfairi,Elephantulus_edwardii,Eptesicus_fuscus,Equus_caballus,Erinaceus_europaeus,Felis_catus,Galeopterus_variegatus,Gorilla_gorilla_gorilla,Heterocephalus_glaber,Ictidomys_tridecemlineatus,Jaculus_jaculus,Loxodonta_africana,Macaca_fascicularis,Macaca_nemestrina,Mandrillus_leucophaeus,Manis_javanica,Mesocricetus_auratus,Microcebus_murinus,Microtus_ochrogaster,Miniopterus_natalensis,Monodelphis_domestica,Mus_musculus,Mustela_putorius_furo,Nannospalax_galili,Nomascus_leucogenys,Ochotona_princeps,Octodon_degus,Odobenus_rosmarus_divergens,Orcinus_orca,Oryctolagus_cuniculus,Otolemur_garnettii,Ovis_aries,Pan_paniscus,Pan_troglodytes,Papio_anubis,Pongo_abelii,Propithecus_coquereli,Pteropus_vampyrus,Rattus_norvegicus,Rhinopithecus_roxellana,Rousettus_aegyptiacus,Saimiri_boliviensis_boliviensis,Sarcophilus_harrisii,Sorex_araneus,Sus_scrofa,Trichechus_manatus_latirostris,Tupaia_chinensis,Tursiops_truncatus
P2RY14,NM_014879.3,XM_002802967.2,XM_002916344.2,XM_012437079.1,XM_005201829.3,XM_008983666.2,XM_010986754.1,XM_005634570.2,XM_018049028.1,XM_008057456.1,XM_013159705.1,xm_004419244.2,XM_012085857.1,XM_013518618.1,XM_008008696.1,XM_006867979.1,XM_012732631.1,XM_016973177.1,XM_012527964.1,XM_013029914.1,XM_013006148.1,,XM_008159162.1,XM_005600989.2,,xm_011286177.1,XM_008579720.1,XM_004037860.1,XM_004834463.2,XM_005339915.2,,,XM_005546109.2,XM_011710920.1,XM_011972750.1,XM_017645581.1,XM_013118994.1,XM_012782876.1,XM_005344025.2,XM_016216701.1,XM_007502028.2,NM_001287124.1,XM_004755561.2,XM_008844866.2,XM_012510762.1,XM_004599655.2,XM_004643929.1,XM_004405004.2,XM_004278164.2,XM_008266338.2,XM_012812975.1,XM_012101377.2,XM_003826463.1,XM_001145005.3,XM_003894947.3,XM_009239418.1,XM_012642935.1,,XM_017590600.1,XM_010370583.1,XM_016156455.1,XM_003925033.2,XM_003766054.2,,XM_003132488.4,xm_012556322.1,XM_006149735.2,XM_004327831.1
P2RY2,NM_002564.3,XM_015115169.1,XM_011219877.1,XM_012456925.1,XM_010812650.2,XM_002754771.3,XM_010989245.1,XM_005633543.2,XM_018059378.1,XM_008074550.1,XM_013145337.1,xm_014790294.1,XM_012044962.1,XM_013511815.1,XM_008020071.1,XM_006870272.1,XM_004683179.2,XM_007618763.2,XM_004480130.1,XM_013014200.1,XM_004708807.1,XM_006885558.1,XM_008149944.1,XM_005611914.2,XM_016190187.1,XM_006936965.2,XM_008568552.1,XM_004051767.1,XM_004863275.2,XM_005323169.2,XM_004656375.1,XM_003420052.2,XM_005579017.2,XM_011718993.1,XM_011996225.1,XM_017646722.1,XM_005074011.2,XM_012745124.1,XM_005368780.2,XM_016208451.1,XM_007491022.2,NM_001302346.1,XM_013064271.1,XM_008852726.2,XM_003254753.1,XM_004589909.1,XM_004641930.1,XM_004391753.2,XM_004279765.2,XM_008264329.2,XM_012804252.1,XM_015100805.1,XM_003815660.2,XM_522101.4,XM_003910383.3,XM_002822210.2,XM_012645766.1,XM_011377399.1,XM_006229757.3,XM_010366857.1,XM_016161597.1,XM_003923431.2,XM_003766930.2,XM_004618204.1,NM_001006591.1,xm_004381945.1,XM_006140961.2,XM_004312381.1
P2RY4,NM_002565.3,NM_001198703.1,XM_002918018.1,XM_012460812.1,NM_001256557.1,XM_002807892.3,XM_010978746.1,XM_003640257.1,XM_005709567.2,XM_008058813.1,XM_013153750.1,xm_004444111.2,XM_012060841.1,XM_013502797.1,XM_007991976.1,XM_006868519.1,XM_012733916.1,XM_003509114.1,XM_004449745.1,XM_013031612.1,XM_004716688.1,xm_006885558.1,XM_008155962.1,,XM_007530758.1,XM_004000592.2,XM_008580337.1,XM_004064326.1,XM_013068444.1,XM_005343037.1,XM_004660982.1,XM_010592732.1,XM_015444352.1,XM_011732804.1,XM_011992012.1,xm_017646722.1,XM_005081169.2,XM_012736174.1,XM_005358610.2,XM_016207390.1,XM_001362878.3,XM_006528176.3,XM_004777188.1,XM_008844386.1,XM_004093189.2,XM_012929816.1,XM_004648035.1,XM_004396622.2,XM_004286874.1,XM_017350013.1,XM_003801765.2,XM_012106858.1,XM_003820165.2,XM_016944343.1,XM_017954367.1,XM_009236864.1,XM_012643399.1,XM_011371444.1,XM_006257095.3,XM_010384134.1,XM_016132612.1,XM_003943071.2,XM_003774965.1,XM_004615775.1,NM_001244168.1,xm_004380105.2,XM_014586889.1,
P2RY6,NM_001277208.1,XM_001115345.3,XM_002915340.2,XM_012456932.1,XM_010812663.2,XM_017977808.1,XM_010989287.1,XM_005633542.2,XM_013969780.2,XM_008074559.1,XM_003463406.3,xm_014790296.1,XM_012044945.1,XM_013511817.1,XM_008020092.1,XM_006870388.1,XM_004683692.1,XM_003513584.3,XM_004480133.1,XM_013013909.1,XM_004708918.1,XM_006885559.1,XM_008149945.1,xm_005611914.2,XM_007527488.2,XM_011286614.1,XM_008568554.1,XM_004051771.1,XM_004863271.2,XM_005323171.1,XM_004656290.1,XM_003420051.2,XM_005579030.2,XM_011719013.1,XM_011996218.1,XM_017646721.1,XM_005074010.2,XM_012745138.1,XM_005368779.2,XM_016208450.1,XM_007491020.2,XM_006507640.3,XM_004768104.2,XM_017803065.1,XM_003254745.3,XM_004590046.1,XM_004641929.1,XM_004391755.2,XM_004279766.2,XM_017344824.1,XM_012804013.1,XM_015101075.1,XM_003815658.2,XM_508629.5,XM_003910386.3,NM_001133266.1,XM_012645612.1,XM_011377397.1,XM_006229717.3,XM_010366854.1,XM_016161561.1,XM_010334310.1,XM_012545352.1,XM_004618203.1,XM_005667090.2,xm_004382017.2,XM_006140964.2,XM_004320909.1
P2RY8,NM_178129.4,XM_001115826.3,XM_011226975.1,XM_012471701.1,XM_015470648.1,XM_002762583.3,XM_010996617.1,XM_003640237.3,XM_013976840.2,xm_008072444.1,,xm_014795514.1,XM_012036056.1,XM_005406556.2,XM_008019662.1,XM_006876266.1,XM_012734849.1,xm_007608261.2,,,xm_013008682.1,XM_006902418.1,XM_008161474.1,xm_014728590.1,,XM_011280007.1,XM_008568172.1,XM_004063725.1,XM_004867372.2,XM_013363005.1,,XM_003422790.1,XM_005595831.2,XM_011735019.1,XM_012000622.1,XM_017648074.1,,XM_012763668.1,,XM_016221700.1,XM_016424813.1,,XM_013064439.1,XM_017796449.1,XM_004093160.2,XM_004580877.1,XM_004646630.1,XM_004399982.1,XM_004286270.2,XM_002724249.3,XM_003793078.1,XM_015104674.1,XM_008967023.1,XM_016943398.1,XM_003918869.3,XM_002831330.2,XM_012656793.1,XM_011385150.1,,XM_010364488.1,XM_016148164.1,XM_003920271.2,XM_003765610.2,XM_004621451.1,xm_005667035.2,xm_004385211.1,XM_014582516.1,XM_004316567.1
PRLHR,NM_004248.2,XM_015148292.1,XM_002915397.1,XM_012448097.1,XM_015460750.1,XM_002756443.2,XM_010998938.1,XM_544041.5,XM_018041129.1,XM_008053348.1,XM_003479314.3,xm_004428121.1,XM_012043076.1,XM_005387879.2,XM_007964235.1,XM_006831397.1,XM_004680401.2,XM_016970882.1,XM_004485177.1,XM_013021913.1,XM_004700906.1,XM_006879903.1,XM_008144354.1,XM_014733047.1,XM_007518465.1,XM_003994455.3,XM_008579641.1,XM_004050174.1,XM_004838841.1,XM_005320713.1,XM_004659298.1,XM_010588959.1,XM_005566557.2,XM_011717329.1,XM_012001106.1,XM_017656063.1,XM_005085347.2,XM_012739137.1,XM_005352565.1,XM_016206329.1,xm_001368408.4,XM_006527057.2,XM_004751844.1,XM_008827322.1,XM_003255016.2,XM_004579780.1,XM_004625639.1,XM_004404035.2,XM_004265783.2,XM_017348666.1,XM_003787122.2,NM_001126347.1,XM_003825641.2,XM_521659.5,XM_003904314.3,XM_002821189.2,XM_012642400.1,XM_011359242.1,NM_139193.3,XM_010388876.1,XM_016142489.1,XM_003922153.2,XM_012540889.1,XM_004611893.1,xm_003483564.3,xm_004374886.1,XM_006160406.1,XM_004316988.1
PROKR1,NM_138964.3,XM_001094867.3,XM_002928901.2,XM_012475590.1,XM_005212837.3,XM_017964037.1,XM_010979903.1,XM_538526.4,XM_005686823.3,XM_008049943.1,XM_003469040.2,xm_004435599.2,XM_012039661.1,XM_005385662.2,XM_007970395.1,XM_006862938.1,XM_004691471.2,XM_003503566.1,XM_004449195.1,XM_013022490.1,XM_004710163.1,XM_006880981.1,XM_008147517.1,XM_001491946.3,XM_007521261.2,XM_003984076.3,XM_008581063.1,XM_004029348.1,XM_004849938.1,XM_013357171.1,XM_004662184.1,XM_003413656.1,XM_005575700.2,XM_011713464.1,XM_011984998.1,XM_017654749.1,XM_005071125.2,XM_012750051.1,XM_005364819.1,XM_016224243.1,xm_001382102.2,NM_021381.3,XM_004742096.2,XM_008848063.1,XM_003262484.3,XM_004580279.1,XM_004636135.1,xm_004398208.1,XM_004277016.1,XM_008254312.2,XM_003793452.1,XM_004005821.3,XM_003830919.3,XM_515526.5,XM_003908754.3,XM_002811947.3,XM_012646459.1,XM_011365592.1,XM_006236821.3,XM_010367641.1,XM_016137864.1,XM_003922671.2,xm_003758214.1,XM_004609158.1,XM_013996093.1,xm_004369251.1,XM_006151294.2,xm_004322309.1
PROKR2,XM_017027646.1,XM_015149458.1,XM_011231828.1,XM_012454998.1,XM_005214437.3,XM_002747331.3,XM_010994578.1,XM_845933.3,XM_018057366.1,XM_008062795.1,XM_003476598.3,xm_014790094.1,XM_012052136.1,XM_013512101.1,XM_008018919.1,XM_006870409.1,XM_004687188.2,XM_007636776.2,xm_004449195.1,XM_013010774.1,XM_004697847.1,XM_006894229.1,XM_008141067.1,XM_005604491.2,XM_007539564.2,XM_003983741.2,xm_008581063.1,xm_004061778.1,XM_004840785.2,XM_005320496.2,XM_004661496.1,XM_003411596.2,XM_005568401.2,XM_011741208.1,XM_011975356.1,XM_017662340.1,NM_001281405.1,XM_012755323.1,XM_005365560.2,XM_016211953.1,xm_001382102.2,XM_011239555.2,XM_013055591.1,xm_008835565.1,XM_003277998.1,XM_004593343.1,XM_004634280.1,XM_004398208.1,XM_004276446.1,XM_002710839.3,XM_003788029.2,XM_004014342.3,XM_008974812.1,XM_001165973.4,XM_003905045.3,XM_009233391.1,XM_012639266.1,XM_011370010.1,XM_006235059.3,XM_010378929.1,XM_016127219.1,XM_003933222.1,XM_003758214.1,XM_004610940.1,XM_003359888.3,xm_004383046.1,XM_006162834.2,xm_004327838.1
PTAFR,NM_000952.4,XM_015132896.1,XM_011229101.1,XM_012439934.1,XM_005203162.3,XM_017974459.1,XM_010996895.1,XM_005617708.2,XM_013973892.2,XM_008070256.1,XM_005004259.2,xm_014784064.1,XM_012079892.1,XM_013519732.1,XM_007979788.1,XM_006862374.1,XM_012722022.1,XM_016972918.1,XM_004455701.1,XM_013033187.1,XM_004718128.2,xm_006883445.1,XM_008147993.1,XM_005607293.2,XM_007522424.2,XM_006934474.2,XM_008591121.1,XM_004025289.1,XM_004850746.1,XM_013363249.1,XM_004671249.1,XM_003415431.2,XM_005544241.2,xm_011763080.1,XM_011981721.1,XM_017663958.1,XM_013120134.1,XM_012750742.1,XM_005353122.2,XM_016219647.1,XM_001372834.3,NM_001081211.2,XM_004741036.2,XM_008847964.2,XM_004092236.1,XM_004592354.1,XM_004642882.1,XM_004394661.2,XM_012531920.1,XM_008265869.2,XM_003799862.2,XM_012150804.2,XM_003828082.1,XM_001152150.3,XM_003891433.3,XM_003775756.2,XM_012645922.1,XM_011357723.1,XM_006239063.3,XM_010380354.1,XM_016132048.1,XM_003944583.2,,XM_004603508.1,XM_013995926.1,xm_004377042.2,XM_006164597.2,xm_004329918.1
PTGDR,NM_000953.2,XM_001103541.3,XM_002926490.2,XM_012451049.1,NM_001098034.1,XM_002753904.3,XM_010982918.1,XM_848401.3,XM_005685657.3,XM_008070515.1,XM_013154746.1,xm_004436332.2,XM_012061821.1,XM_005376785.2,XM_007986695.1,XM_006872370.1,XM_004681869.2,xm_003512009.1,XM_004454080.1,XM_013012267.1,,XM_006894363.1,XM_008139240.1,XM_001496146.4,XM_007532055.1,XM_003987638.3,XM_008587994.1,XM_004055174.1,XM_004835807.1,XM_005337979.1,XM_004649184.1,XM_003408612.1,XM_005561258.2,XM_011741570.1,XM_011999724.1,XM_017667321.1,,XM_012758014.1,XM_005355391.1,,,NM_008962.4,XM_004738785.2,XM_008839592.1,XM_003267694.1,XM_004584822.1,XM_004638749.1,XM_004415814.1,XM_004279365.1,XM_002718246.3,XM_012806549.1,XM_012182313.2,XM_003831713.2,XM_509948.5,XM_003901795.3,XM_002824742.1,XM_012663778.1,XM_011385488.1,NM_022241.1,XM_010372077.1,XM_016120817.1,XM_003930524.2,,XM_004601740.1,XM_013993409.1,xm_004370864.2,XM_006160582.2,xm_004321315.1
PTGDR2,NM_004778.2,XM_001084746.3,XM_011236520.1,XM_012454341.1,XM_015470025.1,XM_009008267.1,XM_010987055.1,XM_005631067.2,XM_018043475.1,XM_008048102.1,XM_013148278.1,xm_004437435.2,XM_012031957.1,XM_005408286.2,XM_007996620.1,XM_006875039.1,XM_004683397.2,XM_016971306.1,XM_004446483.2,XM_013028996.1,XM_004715035.1,XM_006899895.1,XM_008159634.1,XM_005598206.1,XM_007519648.2,XM_011286952.1,XM_008585608.1,XM_004051292.1,XM_004874436.1,XM_005331535.1,XM_004667688.1,XM_003419501.2,XM_005577702.2,XM_011712677.1,XM_011971088.1,XM_017678407.1,XM_005063275.2,XM_012778356.1,XM_005369694.1,XM_016200362.1,XM_007497603.2,XM_006526696.3,XM_013044534.1,XM_008840721.2,XM_003275232.2,XM_004585463.1,XM_004646728.1,XM_004410080.2,XM_012538815.1,XM_008272029.2,XM_012813272.1,XM_015103122.1,XM_008951765.1,XM_522021.6,XM_003909753.3,XM_002821703.3,XM_012643900.1,XM_011379476.1,XM_008760231.2,XM_010384964.1,XM_016119063.1,XM_003920186.2,XM_003774025.1,XM_012935533.1,XM_003122669.3,xm_004389314.1,XM_006169624.2,XM_004313554.1
PTGER1,NM_000955.2,XM_015123080.1,XM_011227257.1,XM_012457739.1,XM_005208604.3,XM_002761826.3,,XM_003639762.3,XM_018051182.1,,XM_003461818.3,xm_004442595.2,XM_012094162.1,XM_005381104.2,XM_007995533.1,XM_006874291.1,XM_004688235.2,XM_003501885.2,XM_004453382.1,xm_013022626.1,XM_004715571.1,XM_006900767.1,XM_008157968.1,,XM_007532442.1,XM_011290063.1,XM_008566048.1,XM_004060167.1,xm_004872496.2,XM_005336248.2,XM_004672973.1,XM_010593491.1,XM_005588249.2,XM_011768309.1,XM_011981774.1,XM_017655185.1,XM_005087553.2,XM_012758321.1,XM_005370916.1,XM_016219663.1,XM_007489050.2,NM_013641.2,XM_004748228.2,XM_017794953.1,XM_012509283.1,XM_004595564.1,XM_004635621.1,XM_012561855.1,XM_004277415.1,,XM_012810194.1,XM_015095782.1,XM_003807085.3,XM_016935307.1,XM_003915047.3,XM_002828790.2,XM_012641401.1,XM_011384497.1,XM_008772362.2,XM_010361571.1,XM_016162117.1,XM_010329553.1,,XM_004616629.1,XM_003123373.3,xm_004389721.1,XM_014592621.1,XM_004312274.1
PTGER2,NM_000956.3,NM_001194243.1,XM_002930265.2,XM_012451047.1,NM_174588.2,XM_017977111.1,XM_010982919.1,NM_001003170.1,NM_001314255.1,XM_008063389.1,XM_003471747.3,xm_004436331.2,XM_012061820.1,XM_005376783.2,XM_007986696.1,XM_006872355.1,XM_004682097.2,XM_003512008.3,XM_004454079.1,XM_013012254.1,XM_004698587.2,XM_006894362.1,XM_008139051.1,NM_001127352.1,XM_007532052.2,XM_003987639.3,XM_008580535.1,XM_004055175.1,XM_004835535.2,XM_005337985.2,XM_004649185.1,XM_010588894.1,XM_005561261.2,XM_011741569.1,XM_011999723.1,XM_017659285.1,XM_005085790.2,XM_012758012.1,XM_005355390.2,XM_016198242.1,XM_001369757.3,NM_008964.4,XM_013056211.1,XM_008839577.2,XM_003267834.3,XM_004584823.1,XM_004638790.1,XM_004415815.2,XM_004279358.2,NM_001082659.1,XM_003792142.2,NM_001278560.1,XM_003831712.1,XM_016926089.1,XM_003901796.2,XM_002824743.3,XM_012663777.1,XM_011385481.1,NM_031088.1,XM_010372076.1,XM_016120819.1,XM_003930588.2,,XM_012934315.1,XM_003353488.3,xm_004370865.1,XM_006160540.2,xm_004330997.1
PTGER4,NM_000958.2,NM_001266046.1,XM_002922613.2,XM_012460049.1,XM_005221540.3,XM_002745028.3,XM_011000707.1,NM_001003054.1,XM_018065503.1,XM_008052534.1,NM_001173056.1,xm_014781601.1,XM_012055266.1,XM_005386240.1,XM_007961467.1,XM_006875394.1,XM_004678108.2,XM_003503296.3,XM_004448199.2,XM_013018546.1,XM_004698070.1,XM_006889549.1,XM_008155614.1,XM_001499068.4,XM_007517634.2,XM_011286412.1,XM_008566931.1,XM_004058910.1,XM_004848583.2,XM_005325618.2,XM_004652500.1,XM_003408005.2,XM_005556783.2,XM_011750884.1,XM_011966275.1,XM_017672503.1,XM_005077978.2,XM_012777787.1,XM_005356587.2,XM_016224163.1,XM_001371692.3,NM_001136079.2,XM_004737968.2,XM_008842094.2,XM_003274371.2,XM_004583669.1,XM_004641805.1,XM_004409137.2,XM_012531674.1,NM_001082259.1,XM_003792951.2,XM_015101313.1,XM_003810968.2,XM_009449189.2,XM_003899608.3,XM_002815515.2,XM_012649956.1,XM_011370687.1,XM_006231996.3,XM_010381803.1,XM_016147960.1,XM_003925905.2,XM_003759925.2,XM_004605587.1,XM_005659092.2,xm_004387895.2,XM_006156294.2,XM_004325800.1
PTGFR,NM_000959.3,NM_001266439.1,XM_011228127.1,XM_012442808.1,XM_005204371.3,XM_002751002.3,XM_010989069.1,NM_001048097.1,XM_005678194.3,XM_008071349.1,XM_013143157.1,xm_004431529.2,XM_012082108.1,XM_013514555.1,XM_007978201.1,XM_006831015.1,XM_004679145.2,XM_003496432.1,XM_004472846.1,XM_013018363.1,XM_004699303.1,XM_006888610.1,XM_008139460.1,XM_014739993.1,XM_007530159.2,XM_006934847.2,XM_008593837.1,XM_004026020.1,XM_004841395.2,XM_005330708.2,XM_004653746.2,XM_003411219.2,XM_005542941.2,XM_011742945.1,XM_011997379.1,XM_017672405.1,XM_005083635.2,XM_012787316.1,XM_005357489.2,XM_016216809.1,,NM_008966.3,XM_004758136.2,XM_008848631.2,XM_003260236.2,XM_004582205.1,XM_004643174.1,XM_004413485.2,XM_004279933.1,XM_002715903.3,XM_003784210.1,XM_012162160.2,XM_003807774.1,XM_513513.5,XM_003892103.3,XM_002810681.3,XM_012661081.1,XM_011355551.1,XM_006233486.3,XM_010380656.1,XM_016151011.1,XM_010350615.1,XM_003770531.1,XM_004603330.1,XM_005665359.2,xm_004369087.1,XM_006146083.2,xm_004331153.1
PTGIR,NM_000960.3,XM_001112077.3,XM_002923048.2,XM_012446607.1,XM_005219278.3,XM_017967359.1,XM_010997707.1,XM_541544.4,XM_013971523.2,XM_008049075.1,XM_003464600.2,xm_004440181.2,XM_012080626.1,XM_005413838.2,XM_007997300.1,XM_006868439.1,XM_004693964.2,XM_007610235.2,XM_012524216.1,XM_013032682.1,XM_004710392.1,XM_006898694.1,XM_008154442.1,XM_001500857.4,XM_007532216.2,XM_006941088.2,XM_008575899.1,XM_004061024.1,XM_004867098.2,XM_005336564.2,XM_004672642.1,XM_003406700.2,XM_005589661.2,XM_011736044.1,XM_011969564.1,XM_017674680.1,XM_005086459.2,XM_012761491.1,XM_005361039.1,XM_016212631.1,XM_007507900.1,NM_008967.3,XM_004767520.2,XM_008821856.1,XM_003277614.1,XM_004597216.1,XM_004644284.1,XM_004401024.1,XM_004271136.2,XM_002722875.3,XM_003799538.2,XM_015100611.1,XM_003817487.1,XM_016936270.1,XM_003915757.2,XM_002829445.2,XM_012653373.1,XM_011367904.1,NM_001077644.1,XM_010377429.1,XM_016155438.1,XM_003940270.1,,XM_004607802.1,XM_003355952.3,xm_004381601.1,XM_006142102.1,xm_004331550.1
PTH1R,NM_000316.2,XM_001113857.3,XM_011223351.1,XM_012438518.1,XM_005223049.3,XM_008981563.2,XM_010997200.1,NM_001003155.1,XM_018066733.1,XM_008071231.1,XM_013160283.1,xm_014791413.1,XM_012033404.1,XM_013513585.1,XM_007983997.1,XM_006868806.1,XM_012720642.1,XM_007634724.1,XM_012527416.1,XM_013030224.1,XM_004703995.1,XM_006892957.1,XM_008156013.1,XM_014731713.1,XM_016192891.1,XM_003982189.3,XM_008573647.1,XM_004034039.1,XM_013072582.1,XM_005332924.1,XM_004662041.1,XM_010589863.1,XM_015445794.1,XM_011739104.1,XM_011981143.1,XM_017659355.1,XM_013116954.1,XM_012771060.1,XM_005347999.1,XM_016202718.1,XM_007499739.2,NM_011199.2,XM_004761166.1,XM_008830554.1,XM_012510289.1,XM_004581415.1,XM_004640685.1,XM_004399163.1,XM_004283862.2,XM_008260448.2,XM_003794531.2,XM_015102162.1,XM_008971796.1,XM_001152239.4,XM_003894509.3,XM_002813813.3,XM_012639173.1,XM_011375441.1,XM_006243998.3,XM_010374767.1,XM_016141376.1,XM_003926277.2,XM_003762207.1,XM_004614513.2,NM_214382.1,xm_004368464.1,XM_006171020.1,XM_004316526.1
PTH2R,NM_005048.3,XM_001108598.2,XM_011223482.1,XM_012446226.1,NM_001192589.1,XM_017973182.1,XM_010985427.1,XM_005640595.2,XM_005676449.3,XM_008070132.1,XM_003474471.3,xm_004426854.2,XM_012047764.1,XM_005397112.1,XM_007966070.1,XM_006872750.1,XM_004674340.1,XM_003499296.1,xm_004465296.1,XM_013031583.1,XM_004701773.1,XM_006903010.1,XM_008145221.1,XM_014732623.1,XM_016186881.1,XM_003991086.3,XM_008583743.1,XM_004033134.1,XM_004851337.2,XM_005342047.1,XM_012947738.1,XM_003405919.2,XM_005574119.2,XM_011717840.1,XM_011993916.1,xm_017640183.1,XM_005070639.2,XM_012752107.1,XM_005361457.1,XM_016196730.1,XM_001369519.3,NM_139270.2,XM_004764282.1,XM_008846215.1,XM_003254012.1,XM_012926579.1,XM_004626717.1,XM_004405385.1,XM_004262780.1,,XM_012802127.1,XM_004004878.3,XM_008974287.1,XM_526012.5,XM_003907890.3,XM_002812800.1,XM_012661225.1,XM_011369633.1,NM_031089.2,XM_010376840.1,XM_016135019.1,XM_003925594.2,XM_012546417.1,XM_004601315.2,XM_005672143.2,xm_004378289.1,XM_006140066.2,XM_004327226.1
QRFPR,NM_198179.2,XM_015139153.1,XM_011229706.1,XM_012473081.1,NM_001192681.1,XM_002745437.3,XM_010985537.1,XM_540966.5,XM_005681259.3,XM_008072224.1,XM_003477000.3,xm_004426533.2,XM_012029230.1,XM_005386788.1,XM_007999687.1,XM_006866278.1,XM_012727826.1,xm_007615865.1,XM_004474682.1,XM_013022142.1,XM_004716485.1,XM_006881052.1,XM_008154908.1,XM_001916223.3,XM_007532267.2,XM_011281672.1,XM_008582200.1,XM_004040339.1,XM_004854925.1,XM_005336526.1,XM_004658558.2,XM_003410502.1,XM_005555826.2,XM_011748873.1,XM_011996776.1,XM_017665301.1,xm_005076108.2,xm_012766276.1,XM_005360629.1,XM_016201489.1,XM_001371145.2,NM_198192.2,XM_004747987.2,XM_008844666.1,XM_003271332.3,XM_004594535.1,XM_004644241.2,XM_004401591.2,XM_012531316.1,XM_002717230.3,XM_003800069.1,XM_004009583.2,XM_003816419.3,XM_001143462.5,XM_003899140.3,XM_002815103.2,xm_012649912.1,xm_011372168.1,nm_001109239.1,XM_010362567.1,XM_016144803.1,XM_003936247.2,XM_003772773.1,XM_004612728.1,XM_013998193.1,xm_012559809.1,XM_006153113.2,xm_004318044.1
RXFP1,NM_021634.3,XM_001096574.3,XM_011228016.1,XM_012433858.1,XM_610789.8,XM_002806637.3,XM_010986864.1,XM_005629376.2,XM_013970550.2,XM_008052444.1,XM_013160409.1,xm_004420963.2,XM_012086540.1,XM_005400936.2,XM_008000108.1,XM_006867936.1,XM_012726761.1,XM_016974535.1,XM_004450793.1,XM_013029821.1,XM_013006172.1,XM_006892784.1,XM_008144491.1,XM_014737915.1,XM_016191409.1,XM_006930798.2,XM_008586371.1,XM_004040575.1,XM_013066989.1,XM_005330934.1,XM_012948173.1,XM_010598146.1,XM_015450973.1,XM_011752869.1,XM_011970510.1,XM_017658707.1,XM_013117776.1,XM_012783595.1,XM_005344126.2,XM_016200269.1,XM_007496175.2,XM_006501629.2,XM_004777317.2,XM_008854317.2,XM_003257903.3,XM_012928748.1,XM_012516340.1,XM_012560220.1,XM_004266160.2,NM_001329078.1,XM_012808126.1,XM_012097572.1,XM_003822540.2,XM_001144257.5,XM_003899311.3,NM_001133200.1,XM_012651911.1,XM_011363730.1,XM_006232508.3,XM_010383214.1,XM_016138630.1,XM_003928049.2,XM_012552146.1,XM_004606242.1,XM_003356934.3,xm_004382041.1,,XM_004320079.1
RXFP2,NM_130806.3,NM_001195757.1,XM_011219119.1,XM_012465511.1,NM_001304277.1,XM_017973025.1,XM_010994238.1,NM_001005870.1,XM_005687533.3,xm_008053045.1,XM_013140814.1,xm_014791261.1,XM_012064635.1,XM_013515731.1,XM_007960071.1,xm_006832035.1,XM_004680188.2,XM_016965376.1,XM_004478931.2,XM_013027280.1,xm_013006172.1,xm_006892784.1,XM_008159449.1,NM_001163868.1,XM_007520292.2,XM_011287021.1,XM_008585786.1,XM_004054346.1,XM_004854909.2,XM_005317075.1,XM_012949074.1,XM_003409636.2,XM_005585595.2,XM_011748623.1,XM_011997803.1,XM_017656385.1,XM_013122816.1,XM_012752161.1,XM_005344726.1,XM_016213838.1,XM_007495281.2,NM_080468.2,XM_013044885.1,XM_008825035.2,XM_012501964.1,XM_012926888.1,XM_004631064.2,XM_004406643.2,XM_004285492.2,XM_017350149.1,XM_003797633.2,XM_015097982.1,XM_003826863.3,XM_522654.4,XM_003913736.3,XM_002824148.1,XM_012642137.1,XM_011381652.1,NM_001012475.1,XM_010367070.1,XM_016131528.1,XM_003919703.2,XM_003764504.1,XM_012931819.1,xm_013980432.1,xm_004386033.1,XM_006158457.1,xm_004323690.1
